STRATUM;ISCEDO;MISCED;FISCED;DURECEC;REPEAT;ESCS;UNDREM;METASUM;HOMEPOS;CULTPOSS;HEDRES;WEALTH;ICTRES;DIRINS;PERFEED;EMOSUPS;TEACHINT;JOYREAD;ATTLNACT;COMPETE;WORKMAST;GFOFAIL;EUDMO;SWBP;RESILIENCE;GCSELFEFF;DISCRIM;BELONG;BEINGBULLIED;CURSUPP;EMOSUPP;JOYREADP;PV1MATH;PV1SCIE
PRT0019;1;6;6;7;1;-2,4102;,1;,98;-1,3904;-,6589;-1,3216;-,7461;-1,2275;1,8202;,2012;-1,3964;,636;,4823;1,0844;,1244;-,1015;-,9295;,2621;1,2386;,4398;-,7511;99;-,2062;1,203;,4307;-,4858;-1,6723;305,026;259,121
PRT0019;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;,7111;-,5553;-1,3261;385,895;319,053
PRT0019;1;6;2;4;1;-,9715;-1,64;,59;-1,8222;-,6938;-1,6618;-1,253;-1,5044;-1,0988;-,9181;-,6576;-,6894;-,1042;-,6583;,1956;-,1015;,4637;,2621;,6502;-,0614;,1904;-1,1549;-,224;1,7056;-,6815;,739;,0327;334,654;339,941
PRT0019;1;2;1;2;1;-1,6036;-1,64;-1,72;-1,141;-,522;-1,2793;-,597;-,5742;,286;-,3253;-,6576;,1744;,0631;-,6583;,1956;-,1015;,4637;,2621;1,2386;-,0614;-2,6433;,5881;-,9879;99;-,4636;-,5553;,4298;354,751;392,999
PRT0019;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-1,2011;-,5553;-1,3693;443,966;410,974
PRT0019;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;,3434;,739;-1,1778;432,885;434,499
PRT0019;1;2;2;2;1;-2,274;-,25;-,57;-1,9543;-,3834;-1,3835;-1,8052;-1,5994;,0837;-,3253;-,6576;-,3689;-,4556;-1,1507;-,6888;-1,071;,052;,2621;,3385;-,4531;99;-,3896;-,3184;99;,3781;,0721;-,5286;386,194;271,006
PRT0019;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,2543;,739;-,0968;523,493;534,898
PRT0019;1;1;2;5;1;-1,4699;-1,64;-1,72;-,3051;-,3834;-,4396;,1029;,0595;,6532;,0728;-,6576;,1744;-,9223;-1,1664;-,9792;-1,3692;,4637;,2621;1,2386;-,0614;-,9477;,5881;-,8428;1,1625;,1775;-,5553;-1,4129;426,924;349,436
PRT0019;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,5823;,0721;-,5434;385,901;399,613
PRT0019;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,5222;,739;-1,5567;367,799;415,431
PRT0019;1;1;2;1;1;-1,3638;-1,64;-1,72;-1,1263;-,4182;,0477;-1,4223;-,94;-,9726;-,6555;1,0346;-,1731;-1,9715;,4626;2,0054;1,8164;-1,8939;1,7411;1,2386;-,0614;-2,7142;-1,1549;1,4685;,8233;1,677;,739;-,0968;382,129;411,805
PRT0019;1;1;6;3;1;,0229;,45;-,18;-,8685;,0469;-,6853;-1,088;-1,3533;,6525;-,6555;,2169;-,6734;,1499;1,0844;,1956;,5693;,4637;,2621;-,5928;-,8386;,0289;,2143;-,7628;1,4812;99;,739;99;516,35;467,16
PRT0019;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,7076;-,5553;-,2574;383,732;429,315
PRT0019;1;2;1;3;1;-1,4944;-,6;-1,72;-,3629;,444;1,1793;-1,1524;-,3419;1,0067;,3686;1,0346;,1744;-,2786;1,0844;-,5411;-,1015;-1,8939;,2621;-,5928;-,0614;-,9477;-1,1549;-,8449;1,1625;3,531;-1,559;,7098;321,456;398,909
PRT0019;1;6;2;2;1;-,5924; ;-,18;-,6834;-1,7773;-,8243;,3536;-,4985;,1814;,7743;-,6576;-,6926;,1372;-,6583;,1956;-,1015;,4637;,2621;-,5928;-,0614;-,1424;1,7356;-,5707;1,1625;-,9008;-1,7606;-1,1809;463,866;438,542
PRT0007;1; ; ;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,7651;-1,7606;-,9295;457,991;435,246
PRT0007;1;0;99;99;1;-2,6215;,45;,59;-,3769;-,5466;-,6853;,1545;-,112;-,6251;-,6555;,2127;,1744;-,8176;1,0844;,571;-,1015;-,3799;-,3121;1,2386;,8496;-,5389;-,6615;-,8273;2,0604;-,4663;-1,7606;-1,2085;315,397;361,218
PRT0007;1;99;3;99;1;-1,0854;,45; ;-,2821;,074;,0477;-,3594;-,3629;1,8202;1,3195;,3622;1,3209;,3206;-,6583;-,6888;-,1015;-,0845;-,3121;99;1,1777;-,4561;1,2902;-,2695;-,7823;,6561;-1,7606;-,9295;226,665;265,574
PRT0007;1;4;2;2;1;-,9437;1,5;,59;,1785;,2263;-,6853;,3447;-,239;,373;-,3253;1,0346;,6797;-,9016;1,0844;-,2047;-,1015;-,687;,2621;,7301;-,4684;,1904;-1,1549;-,224;-,7823;,6561;-1,7606;-,2938;442,338;375,334
PRT0007;1;0;3;99;1;-1,6423;-1,64;-,95;-1,8489;-,6938;-1,6291;-1,4785;-1,4787;,6532;2,0165;1,0346;1,8245;-,3875;-,6583;,7262;-,1015;-,687;1,7411;1,2386;-,4909;,0346;-1,1549;-,1064;-,7823;-,4663;-1,7606;-1,2085;305,751;351,888
PRT0007;1;2;0;4;1;-1,7402;,45;-1,34;-1,2115;,5695;-1,3835;-1,7907;-1,5044;-,2551;1,458;1,0346;,6797;-,0339;,443;-,4112;,487;-,4939;,2621;1,2386;1,217;-,9477;1,0167;2,7249;-,7823;-3,9371;-1,7606;-1,6723;429,277;313,774
PRT0007;1;5;6;4;0;,9606;,1;,98;,1378;-,3023;1,1793;,3336;,7833;,5845;,5121;1,0346;-,5905;,4956;1,0844;2,0054;,5693;-1,4869;1,0763;1,2386;1,6219;2,3535;-1,0008;2,7249;,8615;-2,0122;-1,7606;-1,6723;470,555;480,817
PRT0007;2;99;99;5;1;-2,2592;-,94;-,95;-1,5422;-,175;-1,6145;-1,3579;-1,7005;1,8202;,8654;-,6576;1,3209;-,4217;,443;,6314;-,1015;,4637;,2621;-,5928;-,0614;2,3535;,5881;-,7814;1,1625;-,9069;-1,7606;-,9295;403,593;415,575
PRT0007;1;2;4;99;1;-,796;1,15;-,18;-1,5293;-,4377;-1,3835;-1,105;-1,7779;,3737;,1726;,2127;,636;-,1042;-,6583;-1,1309;-,1015;-,687;1,243;,1869;,8496;-,792;-,6615;1,4685;,2907;,6561;-1,7606;-1,6723;392,767;397,691
PRT0007;1;99;99;1;1;-3,1734;-1,29;,21;-2,403;-1,7773;-2,6054;-1,5646;-1,724;99;99;-,6576;99;-,9016;99;,1956;99;99;99;-1,0127;-,4807;-1,1101;-1,1549;,0348;-,7823;,6561;,0721;-,2938;245,366;334,444
PRT0007;1;2;2;3;1;-2,0911;-,6;-,18;-1,8805;-,6938;-1,3835;-1,5025;-1,187;1,8202;,6398;,2127;1,3209;-,1042;1,0844;-,2047;99;-,687;,2621;1,2386;,4152;99;,5881;,6818;99;,6561;-1,7606;-1,0931;375,466;398,239
PRT0007;1;2;2;0;1;-1,4187; ;-,57;-,9255;-,6589;-,8947;-,2632;-,1255;-,5522;-,507;99;-,3689;-,9434;,4626;-,2047;-1,4028;,0208;99;,1869;-,3842;,4191;1,4017;-,7272;1,5082;99;99;99;263,534;273,389
PRT0007;1; ; ;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;314,739;342,777
PRT0007;1;2;6;0;0;-1,2128; ; ;-2,0984;-,6589;-1,5925;-1,8076;-1,7779;,006;-,6555;99;-,5553;-,134;-,6583;,7871;-,1015;99;99;1,2386;99;99;99;-,1642;99;99;99;99;397,346;361,495
PRT0007;1; ; ;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,8381;-1,7606;-1,6723;362,676;395,556
PRT0007;1;2;99;0;1;-1,9937; ; ;-1,1283;-1,7773;-,1357;-,7842;-,5856;99;,9397;99;99;99;-1,1339;99;-1,3356;-,0288;-,523;1,2386;-,5395;-,3735;1,5125;99;99;,6561;-1,7606;-,9295;266,247;360,558
PRT0007;1;2;1;4;1;-2,0607;,1;,21;-1,746;-,3023;-1,3835;-1,726;-1,5044;,7198;,3686;,5029;,636;-,2204;,0042;99;-,1015;1,8905;1,7411;-,5928;,5075;-,2176;,9385;,2159;-,7823;-,5996;-1,7606;-1,2085;423,454;422,503
PRT0007;1;2;2;0;1;-2,6003; ; ;-2,5997;-1,7773;-4,4106;-1,5442;-1,5044;-,8798;-1,256;99;-1,0078;-,6714;-1,1664;-,5229;99;-,3498;,147;,1869;-,0328;-,1752;99;-1,0013;99;99;99;99;309,31;267,954
PRT0007;1;2;0;0;1;-1,7628;-,6;-1,72;-1,0852;-,2303;-1,0752;-1,0727;-1,2275;1,8202;,3686;99;,1744;99;-1,6139;,1956;-1,3692;1,8905;,2621;1,2386;,5075;99;-,4235;-2,4085;-,7823;-1,0063;-1,7606;-1,1368;387,175;325,542
PRT0007;1;2;2;0;0;-1,1644;,8;-,95;,0338;,5695;-,6853;-,1209;-,0013;-,1809;-1,6391;-1,3914;-,2934;,2332;-1,4024;-1,7009;-1,1187;,4637;-1,3539;-1,566;-2,0624;,3511;-,3887;-1,186;1,8016;-,9485;-1,7606;-1,2085;351,172;413,941
PRT0007;1; ; ;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,2231;-1,7606;,3075;471,474;472,319
PRT0007;1;0;5;3;1;-2,2904;-,6;,98;-1,1073;-,5466;-,3792;-1,3589;-,94;,6532;,9044;1,0346;,6134;,7546;-2,5375;,3709;,487;-1,8939;1,1963;,1038;,7657;,1727;-1,1549;,9423;-,7823;4,7142;-1,7606;-,9295;450,158;450,749
PRT0007;1;3;5;99;1;,0046;-,6;,21;-,013;,444;1,1793;-,2286;-,3918;-,0706;,5121;1,0346;,1744;-,1542;-1,1507;,3045;,487;-,0845;1,7411;1,2386;1,6219;,5919;,1265;2,7249;-,7823;99;99;99;425,096;373,258
PRT0007;1;2;3;99;0;-,8882;,45;1,36;,3095;,1027;,0477;,2489;,3812;-1,7471;,7743;,3622;,1744;,2694;,4667;,1956;-,1015;-,13;-,1652;,7301;-,0614;-,0725;-1,1549;-,0939;99;99;99;99;481,74;466,495
PRT0007;1;0;4;99;1;-1,5564;-1,64;,21;-1,2695;-,3834;-1,3835;-,7416;-1,3654;1,8202;1,1522;-1,2973;-,8967;-1,4526;-1,1561;2,0054;-,6545;1,8905;-,6723;,6502;-,8386;-,792;,8403;,0544;-,7823;,6561;,0721;-,2938;302,703;365,352
PRT0007;1;2;3;3;0;-1,2775;,45;-,57;-,6618;-,5466;,0477;-,5235;-,1536;1,0067;,0728;1,0346;,1744;-,1042;1,0844;-,9792;-1,3692;-1,8939;,147;,6502;-,8277;-,7681;,5881;,1634;,2907;-1,0908;-1,7606;-1,2085;349,444;400,17
PRT0016;3;2;2;4;0;-1,0291;-,94;-,57;,0221;-,4377;1,1793;,5409;,2111;1,8202;,7743;1,0346;,6797;-1,9715;-,6583;2,0054;1,8164;-,1748;,2621;1,2386;-,0614;,1904;-,2861;,1935;-,7823;1,6673;,739;-,2938;378,95;451,425
PRT0016;1;6;6;2;0;1,637;,8;1,36;1,6906;,5695;1,1793;1,3641;1,8669;-1,3309;-1,1311;1,0346;-,8262;1,0781;1,0844;,571;1,8164;-,687;-,9827;,7301;-,0614;,6723;,5881;-,4415;-,7823;1,9457;,739;,7098;575,855;576,456
PRT0016;1;6;5;3;0;,8728;,45;,98;-,115;,5159;-,1357;-,8868;-,8499;-1,385;-1,1311;-,6576;-1,4401;1,0123;-1,1507;-1,2708;-1,071;,4637;-1,306;-,5928;,3444;1,0789;,5881;-,4509;-,7823;,072;-1,7606;,6425;676,885;602,549
PRT0016;3;6;6;3;0;,4223;,8;1,36;,212;,444;-,6853;,2002;,1042;-,7598;,3993;1,0346;-1,0615;-,1042;1,0844;-,733;-,1015;-,3799;,2621;-,5928;-,8738;,1904;-,08;-,3184;,8615;,2672;,739;,0327;419,831;348,927
PRT0016;1;4;4;99;0;-,3565;,8;-,57;-1,1769;-,3023;-,9779;-1,2489;-1,7005;-,0424;-,1625;-,6576;-,6413;-1,1538;-,6583;,1956;-,6545;,052;-,9827;-,5928;-,0614;-,6225;,5881;-,0939;-,7823;-,1333;,739;,3075;392,738;407,204
PRT0016;1;6;4;4;0;1,0137;,45;-,18;,4843;,5159;-,6853;,5531;-,349;-2,0317;-1,1311;-1,0657;-2,2177;1,2316;1,0844;,1956;-,1015;,1097;-,9827;-1,1176;-,8738;,1904;,5881;-,3184;,2308;,3654;,0721;-,559;406,92;403,566
PRT0016;1;0;0;2;1;-2,6807;,1;-1,72;-,6144;,2004;-1,3835;-,7388;-1,7779;,1333;,299;1,0346;,1744;-,8211;-1,1507;2,0054;-,1015;-,3288;-1,4829;-1,8489;-,8734;,2336;,5881;-1,2307;,1462;,6771;,739;-,3957;378,979;412,764
PRT0016;1;6;6;99;1;-,6851;,45;,21;-1,295;,3164;-1,6291;-1,6437;-1,5994;,006;-,3253;1,0346;,1744;,6508;1,0844;-,5707;,0273;-1,1858;,5454;1,2386;,3864;,7075;-1,1549;,9721;-,7823;,808;,0721;1,369;350,777;448,555
PRT0016;1;6;6;3;0;1,2769;1,5;-,18;,8398;,3001;1,1793;,4838;,6901;-,2996;1,1537;1,0346;,9684;,9011;1,0844;,3709;,4221;-,3009;1,7411;,5012;1,2011;,8826;-,4235;1,4326;-,7823;,9249;,0721;,3075;538,003;610,707
PRT0016;1;2;4;99;0;-,0064;1,5;1,36;-,3662;-,1949;-,1357;-,0293;-,349;,3183;,5121;-,6576;-,3449;,0127;,0281;,7871;-,772;-,687;-,267;-,5928;-,4684;,4544;,2143;-,3184;-,7823;-,1436;,739;-1,9981;539,196;553,998
PRT0016;3;6;3;4;0;1,0033; ;-,57;1,5791;1,8733;-,1357;1,4086;,135;1,8202;-,6555;1,0346;-1,0615;,7546;1,0844;-,9792;-,1015;,8207;,2621;1,2386;-,5787;,0043;1,2163;-,9879;2,07;,5794;,739;,7098;449,637;480,863
PRT0016;3;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;,1528;,739;,7098;380,078;389,707
PRT0016;1;5;4;3;0;1,5067;1,5;,98;1,7569;1,8733;-,1357;1,7419;1,0192;,5845;,7743;-,6576;-,6734;,2694;,0281;-,357;-1,071;-,3799;-,6723;,3385;,3864;1,1531;-,08;-,4509;-,7823;2,4315;-,5553;,4072;625,287;616,802
PRT0016;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,23;-1,7606;-,2938;499,702;509,147
PRT0016;3;6;6;2;0;1,8778;,1;-1,72;2,1246;,7789;,2646;1,7883;,9144;-,1342;2,0165;1,0346;1,8245;,1499;,4626;,1244;1,8164;-1,2792;1,7411;1,2386;1,1934;-,3733;1,0167;2,7249;-,7823;1,1781;,739;1,369;332,835;497,526
PRT0016;1;6;6;5;0;1,2105;-,25;1,36;,6828;,0422;1,1793;,9787;,333;1,8202;2,0165;,3586;1,8245;,1816;1,0844;-,6888;1,8164;-,687;,2621;,1869;-,8738;,4009;,5881;,655;-,7823;-,513;,739;-,3957;447,551;467,7
PRT0016;3;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,3586;,739;-,4619;460,456;464,951
PRT0016;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,5823;,739;1,369;399,371;432,862
PRT0016;3;6;6;2;0;,733;,1;1,36;,6874;,7789;-,1357;,4688;-,14;,5467;-,3253;1,0346;,1744;,4956;1,0844;,1956;1,1448;,052;1,7411;-,5928;1,111;,7654;-1,1549;,6818;-,7823;,1106;,739;-,0028;554,811;602,06
PRT0016;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;,5505;,739;,3075;513,539;521,767
PRT0016;1;0;4;4;0;-,4727;,45;,98;-,3875;-1,7773;-,1357;,0876;-,3276;-,0424;-1,1311;-,6576;,3684;,8628;,0281;,1956;,5693;-,4342;,2621;,6502;-1,0445;-,078;-1,1549;-,3184;-,7823;,4746;,739;,0327;547,961;565,457
PRT0016;3;6;6;5;0;,0126;-,94;-,95;-,7561;-,6938;-,6853;-,299;-,4311;1,1049;-,696;1,0346;,9684;-,186;,0281;,3709;-,1015;-1,2792;1,243;1,2386;,5075;-,9477;-1,1549;-,3184;1,1211;,9249;,739;-,4768;388,364;432,464
PRT0016;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;,1106;,739;-1,3232;667,93;652,226
PRT0016;3;6;4;5;0;-,2437;,1;1,36;-,1147;,7789;-,1357;-,8574;-1,2275;-,8804;-,6555;-,6576;-1,0615;,0127;,0083;-1,7009;,487;1,8905;-,9827;-,5928;-1,0445;-1,0927;-1,1549;-,5665;-,7823;-1,3286;-2,121;-,3957;494,16;525,69
PRT0016;1;6;6;3;0;1,13;1,15;1,36;1,2126;1,8733;1,1793;,4262;,6901;,1339;-,1625;,6402;,6797;-,3253;1,0844;,3709;-,1015;-,4342;1,348;-,5928;,3858;,8616;-,1088;-,0358;-,7823;1,1781;,739;2,2623;563,505;510,186
PRT0016;1;6;4;4;0;1,3093;-,6;1,36;,9739;-,0168;-,1357;1,4779;,7693;,0351;,7743;,5029;1,8245;1,7513;1,0844;-,2661;1,1448;,4637;-,3121;,1038;1,111;1,5027;1,0167;,9683;,2907;,7305;,739;,3075;587,735;659,814
PRT0016;1;6;4;5;0;1,072;-,6;-1,72;1,42;1,8733;1,1793;,5268;,333;-,0424;1,3195;-,6576;1,8245;-,1042;-,6583;,1956;-,1015;-,687;,2621;1,2386;,3444;2,3535;,5881;-,0358;-,7823;,3065;,739;2,2623;660,417;587,701
PRT0016;1;4;0;3;0;-,2075;-,25;-,95;-,0084;,7789;-,6853;-,2918;-1,2275;,3737;,0728;,2127;,9684;-,3875;-,6583;1,2643;-1,071;1,0671;-,1652;-,5928;-1,5169;-,5257;-,2021;-,5665;1,8016;-,5591;,739;,2063;519,07;522,441
PRT0008;1;0;5;6;0;-,8492;-,6;,98;-,643;,1027;-,6853;-1,029;-,9951;-,2546;-,6555;-1,5824;,2598;,3703;-,6583;-,5707;-,1015;,4637;-,3121;,1869;-,5063;,1904;-1,1549;-,3184;-,7823;,2615;-,4858;-,0419;516,281;511,273
PRT0008;1;2;6;99;0;1,3925;-,25;,59;2,1511;1,8733;1,1793;1,7606;3,601;,6532;1,3195;1,0346;1,8245;-,4231;,4667;,7871;1,0596;-,687;-,4066;1,2386;1,6219;,4678;,3228;1,4685;-,7823;,6771;,739;-,6211;466,116;497,865
PRT0008;1;1;1;2;0;-2,4088;-,25;,59;-1,1363;-,6589;-,6853;-,7601;-,6068;-2,9425;-,6555;-1,0657;-,8965;-,7077;-1,1507;,3709;-,772;-,6133;-1,0946;,1038;1,6219;,5588;1,2902;-,3436;,2907;-,5591;,739;-1,2218;457,516;443,297
PRT0008;1;1;1;2;0;-1,6628;,8;,59;,6543;,1027;1,1793;,4626;,333;-,6251;,299;1,0346;-,8405;,0977;,4626;-,4112;-,1015;-,2459;,2621;1,2386;-,8109;,6723;-1,1549;,3692;-,7823;,3596;-,3733;,3075;464,953;535,326
PRT0008;1;5;6;3;0;,4288;-,6;-,18;-,3809;-,4655;,2646;-,0576;-,7849;-,1342;-,122;1,0346;-,9944;1,9404;1,0844;2,0054;,487;1,8905;1,7411;1,2386;1,5301;1,7242;1,0167;-1,1891;1,4721;1,5468;,0721;,7098;403,408;472,662
PRT0008;1;2;1;4;0;-1,594;-,25;,98;-,5235;-,2634;-1,0118;,2167;-,8794;-,6412;-,9181;1,0346;-1,6837;-,6661;1,0844;2,0054;-,1015;,052;,2621;-,5928;-,4684;-,7145;-1,1549;,0348;-,7823;,0352;,739;,3075;484,325;486,326
PRT0008;1;6;4;3;0;,1892;-,25;-1,34;-,6661;,3001;-,6853;-1,2254;-1,2275;,373;-,3253;1,0346;,1744;,8628;1,0844;-,4112;-,1015;-,687;,2621;99;-,0614;-,792;-,6615;,9423;-,7823;,8807;,739;2,2623;394,909;427,7
PRT0008;1;2;2;2;0;-,2855;-1,64;,98;,343;-,332;-,1357;,8062;,7693;-1,0988;,3993;,6402;-,6734;-,5925;1,0844;-,2661;-,6545;-1,8939;-2,1464;,7301;-,0614;-,269;1,2028;-,5707;-,7823;,3781;,739;1,369;457,556;444,726
PRT0008;1;4;6;99;0;,1803;,1;,59;-,3328;-,7691;-,1357;,1873;,3875;-,3893;-,6555;1,0346;-,2934;-,5831;-,6583;-,2047;-,772;-1,8939;1,7411;1,2386;-,4684;,1904;,1265;,6818;-,7823;-,0502;,739;,0327;594,443;544,61
PRT0008;1;2;3;3;0;-,964;,45;1,36;-,4282;-,175;-,4903;-,2818;-,6231;,286;-,1625;1,0346;,6797;2,6131;1,0844;-1,3898;1,8164;,4637;,8126;-,5928;-,8109;,8914;-1,1549;,3241;,8615;,4374;,739;,3075;527,861;591,212
PRT0008;1;1;1;1;0;-1,6032;,8;,98;-,4545;-,5466;1,1793;-,0995;-,3629;-,9726;-,99;,5029;-1,0615;-,4423;,0281;,571;,5693;99;-,267;,6502;1,6219;,3114;-,5252;-,1843;,2907;-,5956;,0721;,4072;456,722;500,786
PRT0008;1;0;0;2;0;-1,7566;,1;,59;-,3897;,7789;-1,9183;-,42;-,8794;-,5338;,9044;-1,1847;,7222;-1,4882;,0281;2,0054;-1,071;1,8905;-1,7389;-,5928;-1,0352;,2101;-,08;-1,3298;-,7823;-,9173;,0721;1,369;577,899;539,488
PRT0008;1;4;4;99;0;-,4881;,45;,59;-1,3194;-,0349;-1,3835;-1,1671;-1,5044;-,3733;,7743;1,0346;,6134;2,6131;1,0844;,1956;,6291;,8794;,2621;,3385;1,1262;,5646;-,3896;,3581;,2907;99;99;99;522,66;560,288
PRT0008;1;2;1;3;0;-1,2959;,8;-1,72;,181;-,3023;-,1357;,746;,3875;-1,0493;-,8111;1,0346;-1,0615;-1,9715;1,0844;-,733;,5693;,1097;,2621;-,5928;-,5176;,7967;-1,1549;,0348;-,7823;1,3171;,0721;,3075;516,243;511,722
PRT0008;1;3;1;1;0;-,5266;1,5;,59;-,6523;,1354;-,3792;-1,2117;-,6231;,2336;,9044;1,0346;1,3209;2,0787;,4667;,1956;,7068;1,8905;-,267;,3385;-,8109;,3836;-1,1549;-,9331;,2907;1,8329;,739;,7098;636,653;608,597
PRT0008;1;0;1;4;0;-1,7508;-1,64;,59;,2326;-,1124;-,1357;,8637;,3875;1,1049;-,6555;1,0346;-,2934;-1,1538;1,0844;-,6888;-,1015;-,687;,2621;1,2386;-,8386;-1,5131;-,6615;-,4509;-,7823;2,1038;,739;,7098;450,975;424,124
PRT0008;1;6;6;99;0;,7645;,8;,59;-,3039;-,0471;,0477;-,517;-,1536;1,1049;,5121;1,0346;,1744;,0127;1,0844;-,733;-,6545;,4637;-,1652;1,2386;-,0848;,1904;-1,1549;,6818;-,7823;1,3482;,739;2,2623;476,613;478,635
PRT0008;1;6;6;0;0;1,0729;,1;-1,72;,6242;,3001;,0477;,6813;,6901;,0054;,9044;1,0346;,1744;-,076;1,0844;-,2661;-,1015;-,4342;,2621;-,5928;-,0614;-,9477;-1,1549;-,3485;-,7823;-,1267;,0721;,7098;573,731;548,593
PRT0008;1;4;0;1;0;-,4162;1,5;1,36;-,1933;,4051;-,1357;-,8423;-,5742;-,2546;,7743;-,6576;-1,471;-1,0279;-,6583;2,0054;-,7233;,1097;,2621;1,2386;1,1651;2,3535;,5881;2,7249;-,7823;,8664;,739;-,6866;469,284;454,47
PRT0008;1;1;1;99;0;-1,9183;,45;,59;-,7318;,2263;-1,0118;-,8937;-1,2275;,006;-,3253;1,0346;,6134;-,0176;1,0844;-,2047;-,1015;-,687;,9759;,7301;-,0614;-,792;-1,1549;-,3184;-,7823;-,6615;,739;,0327;486,935;472,135
PRT0008;1;0;0;2;0;-3,0218;,45;,59;-1,284;-,6938;-,6853;-,9639;-1,1562;,0837;-1,6391;,3586;,6797;1,0781;1,0844;-1,3898;,9982;-,0845;1,348;1,2386;1,6219;,6501;-,4235;1,4685;-,7823;,1155;,739;-,0419;402,172;483,92
PRT0008;1;5;5;2;0;-,4255;,1;-,57;-,6621;-1,084;-1,0118;-,0674;-,112;1,8202;-,3253;,3622;-2,2177;-,9873;-1,1534;,1956;-,8319;,4637;-,9827;,1038;-,0614;-,9477;,5881;-,3184;-,7823;,5794;,0721;-1,0017;504,61;390,248
PRT0008;1;6;2;3;0;,7343;,1; ;-,0596;-,6938;,0477;,5123;,9144;,3737;-,8132;1,0346;1,8245;1,7513;,0083;-,4631;1,8164;,176;,2621;,1038;1,1262;,8914;-,3896;-,7694;,1462;-,3977;,739;1,4392;530,343;528,872
PRT0008;1;4;2;1;0;-,7879;1,5;,59;-,1265;-,5466;-,6853;,8255;,135;-1,0988;-,3253;-,6576;-1,0615;,1298;1,0844;-,2661;-,7233;-,13;-,9827;-,5928;-,8109;,9191;-,2861;-,4509;-,7823;,6987;,739;-,0419;590,454;580,469
PRT0008;1;2;1;3;0;-,5865;1,5;1,36;,231;,7789;,0477;-,0401;-,3918;-,1648;-,99;,5029;,3684;-,5831;1,0844;,7871;-,1015;,4637;-,9827;-,5928;-,0614;,898;-1,1549;,3241;-,7823;-,9173;,0721;-1,1368;529,53;520,91
PRT0008;1;5;6;3;0;1,0441;1,5;,59;,3352;-,2303;1,1793;,5409;,2111;,373;,0728;1,0346;,1744;,0127;1,0844;-,8705;,5693;,8794;,2621;,1869;-,5787;1,1721;,0004;,9423;-,7823;,2178;,739;,4072;498,59;496,761
PRT0008;1;1;3;99;0;-,4619;1,5;,59;-,5818;-,3456;-,6853;-,2691;,1042;,0054;,5121;1,0346;,1744;,0127;-,6583;-,9792;-,1015;-,687;-,3121;,7301;-,4684;,1904;-1,1549;-,0939;-,7823;1,184;,739;-,4272;516,511;555,235
PRT0008;1;2;0;4;0;-,5772;-1,64;-,18;,3332;-,2303;,0477;,9743;,9144;-,0424;,2012;-,6576;,1744;,0127;-,6583;1,1811;-1,071;-1,8939;,2621;1,2386;-,0614;,1904;1,1253;,0348;,2907;,3398;,0721;1,2659;447,369;510,221
PRT0008;1;4;1;2;0;-,9093;,1;,98;-,0518;-,2001;,0477;,2727;-,3629;-,8332;-,3253;-,6576;,1744;,5572;,0281;-,2047;-,1015;-,4342;,2621;1,2386;,3858;,1198;-1,1549;,0348;,2907;-1,2011;-1,7606;-,5735;555,181;519,169
PRT0008;1;4;1;99;0;-,7357;1,5;1,36;,1413;-,6589;,0477;,8545;,9144;-,1809;,0728;1,0346;,1744;,8628;1,0844;,1956;-,1015;,8794;,2621;,5012;-,0614;-,078;-1,1549;-,4509;,1462;-,1157;-,5553;-2,2515;571,389;506,164
